Name,Description,Price
【メーカー在庫あり】 22410023 ハイパープロ HYPERPRO ストリートBOX モノショック エマルジョン HPA付 12年-15年 NC750S、NC700S 紫,ハイパープロ HYPERPRO ストリートBOX12年 ホンダ NC700S DCT12年 ホンダ NC700S12年 ホンダ NC700S ABS14年-15年 ホンダ NC750S14年-15年 ホンダ NC750S14年-15年 ホンダ NC750S DCTショックタイプ:モノショックタイプ名称:エマルジョン(リザーバータンク無し)ダンパーボディー径:46mmプリロードアジャスター(スプリングの初期荷重調整):有りHI/LOコンプレッションダンピングアジャスター(サスペンションが沈み込む時の速度調整):無しリバウンドダンピングアジャスター(サスペンションが伸びる時の速度調整):有りプリロード調整はHPA(油圧プリロードアジャスター)式※コンスタントライジングレートフロントスプリングやリアショックは車種やタイプにより形状が異なります【SET内容】・リアショック　日本人向けに設定を変更した「JAPAN SPEC」・フロントスプリング　ストリート走行に最適な車種専用コンスタントライジングレートスプリング。・フロントフォークオイル　車種別にハイパープロ推奨オイル番手を用意。・フロントフォークグリス・オリジナルDVD「ALL ABOUT HYPERPROーハイパープロの全て」非売品　コンスタントライジングレートスプリングの秘密や、セッティングなどを収録。・ステッカー(横型タイプ4枚、Hロゴ型2枚)・オリジナルバンダナ・プリロードレンチ　スプリングに初期荷重を与え、反発力を調整する工具。・サスペンションBOX　リアショックの梱包、簡易的な工具入れとして使用可能なボックス。・車種専用マニュアル(セッティングデータ付き)　車種別設定されたサグ値、油面、プリロード値、減衰データなどを記載。・保証書　製品保証(7ヶ月)／ロット番号【ストリートBOXの説明】コンスタントライジングレートスプリングを独自開発し、足回りパーツの代表格として知名度が高いハイパープロ。日本仕様に設定されたリアショックとフロントスプリング、さらにハイパープロの秘密がわかるオリジナルDVD(非売品)などを1セットにしたキットボックス。ハイパープロ開発責任者ピーター氏が直々に「足回りの重要性」と「最適なセッティング方法」を説明するDVD「ALL ABOUT HYPERPRO」付属。前後共に装着することで、車体姿勢と前後のバランスが改善され、長時間走行での疲労軽減に効果的です。更に、セッティング次第ではサーキット走行においても性能を発揮することが可能です。リアショックとフロントスプリングをそれぞれ単品で購入するより、お得にハイパープロの魅力を堪能できます。ストリートにおける様々な場面を想定して開発されたハイパープロのサスペンションは、本国オランダの救急車にも採用されています。送料はサービスです。　,133340
【メーカー在庫あり】 22012030 ハイパープロ HYPERPRO サスペンションスプリング フロント 82年-86年 VF750C,ハイパープロ HYPERPRO サスペンションスプリング フロント82年-85年 ホンダ VF750マグナレート:コンスタントライジングレート【ハイパープロ サスペンションスプリング】コンスタントライジングレートとは、ハイパープロが独自設計したオリジナルスプリングのこと。通常のスプリングとは違い、一定のバネレートが無いため共振しない。サスペンションの動きに合わせてバネレートが常に変化。硬さと柔らかさのバランスを柔軟に両立。ストローク初期→快適ストローク末期1→レートが立ち上がるように大きくなり、粘り強く踏ん張りが利く。ストローク末85→安全マージンが底付きを防ぎ、タイヤのロックを抑制。ブレーキング時→キャスタの変化を適正化して次の動作へ移行しやすい。コーナリング時→細かなギャップを吸収し、無駄な振動を軽減。コンピューター制御の工作機械で巻かれたスプリングにショット処理済み。表面の細かなキズを除去し、性能劣化防止。完成後、テスターで性能検査を実施。本拠地オランダでは、救急バイク全車に装着されるほどの高品質を誇る。送料はサービスです。　,20170
【メーカー在庫あり】 P141501034B 387-7639 (株)マグナ マグナ ネオジムポリアミド磁石（角形・穴あり・黒）,・耐環境性に優れています。・水に強いです。・ネオジム磁石をポリアミドでコーティングしています。・住宅関連用部品(キッチンなど)。・アパレル製品(バックなど)。・吸着力(N):17・幅(mm):10・表面磁束密度(T):-・厚み(mm):3.4・長さ(mm):50・色:黒・適用ねじ:M3・マグネット:ネオジム磁石(ポリアミドコーティング)・生産国 日本・JANコード 4547018904112・質量 10g送料は、佐川急便 5kg以下(関東の場合500円)です。,2318
082-09021 アレンネス Arlen Ness フロント ホイール ぺベル 21インチ x 3.5インチ 黒 00年-06年 FXSTS,00年-06年 FXSTS 21インチ x 3.5インチ日本のJASO規格にも適合し車検対応のJWLマーク付です。ホイールにはハブ、シールドベアリング、ベアリングスペーサー、カラー、その他取り付けに必要な部品が含まれています。送料はサービスです。,239161
【USA在庫あり】 451M08650 ワイセコ Wiseco ハイパフォーマンス ピストン 86.5mmボア 80年-82年 IT465、YZ465,81年-82年 ヤマハ IT46580年-81年 ヤマハ YZ465送料はサービスです。　,28762
11005-0088 カワサキ純正 シリンダ エンジン,11005-0088 カワサキ純正 シリンダ エンジン 送料はサービスです。,33535
【メーカー在庫あり】 SPSRGA 121-0211 トラスコ中山(株) TRUSCO スパッタシートゴールドα ロール 900X25m,・ゴールドタイプの普及品です。・受けた火花・ノロを付着させます。・火花の飛散が少ないです。・ノンアスベストの安全な製品です。・軽量タイプなので、持ち運びに便利です。・ノロ受け作業用に。(水を撒きますと、一層効果的です)・種別:ロール・幅(mm):900・長さ(mm):25m・ハトメ数:-・ハトメピッチ(mm)A:-・ハトメピッチ(mm)B:-・JIS A 1323 A種合格第55221号・(財)日本防炎協会防炎性能試験 試験番号 C 2120012・厚み:0.81mm・シリカ繊維(高耐熱ガラス繊維)・生産国 アメリカ・JANコード 4989999170290・質量 14kg送料はサービスです。　,84517
【メーカー在庫あり】 A49 エーモン 検電テスター,エーモン 検電テスター■配線コードの検電に　【仕様】・使用可能電圧:DC6V-24V用【内容物】・検電テスター:1本送料は、佐川急便 5kg以下(関東の場合500円)です。,455
【メーカー在庫あり】 7711 335-3362 (株)たくみ たくみ 消え〜るペン 紫,・自然に消えます。(ピンク1〜5日、白2〜10日、紫5〜14日)・水性なので水で消すことができます。・書いた跡が残っては困る場所に使用、材木へのマーキングに便利です。・建築マーキングに。・建築マーキングに。・色:紫・水性・顔料・生産国 日本・JANコード 4960587077115・質量 9g送料は、佐川急便 5kg以下(関東の場合500円)です。　,307
【USA在庫あり】 044574 23833 コロニー(COLONY) FOOTPEG マウント キット,COLONY FOOTPEG マウント キット送料は、佐川急便 5kg以下(関東の場合500円)です。　,1727
【メーカー在庫あり】 EA812JG-20 エスコ ESCO バッテリークリップ付 DC12V ソケット,●コード長:約230mm●最大電流容量:15A●重量:100gフルカバークリップ採用。DC12V用自動車用品をバッテリーに直接接続して使用できます。送料は、佐川急便 5kg以下(関東の場合500円)です。　,769
【メーカー在庫あり】 320S150 375-5436 フジ矢(株) フジ矢 320万能ラジオペンチ（バネ付）150mm,・従来のラジオペンチの機能を損なわず、コードの割込み、簡易圧着、被覆線の皮むき、小ネジやナット等をくわえ回すなど、幅広く使用できる大変便利な万能タイプです。・交換用バネFNS-17(5本入り)です。・従来のラジオペンチの機能を損なわず、コードの割込み、簡易圧着、被覆線の皮むき、小ネジやナット等をくわえ回すなど、幅広くご使用いただける大変便利な万能タイプです。・バネが付いているので連続作業でも快適です。・交換用バネはFNS-17(5本入り)です。・くわえ・折り曲げ、小ネジ回し、割線、圧着、皮むき、切断作業などに。・電気・通信機器、精密機器の組立・配線工事等から一般家庭でのDIYまでご使用いただけるオールラウンドモデルです。・全長(mm):160・先端形状(mm)E×F:3×2.5・切断能力(mm)鉄線:φ1.5・切断能力(mm)銅線:φ2.6・ばね付・先端部ギザ付・ばね付・先端部ギザ付・刃部穴付・圧着機能付き圧着機能付(1.25)?・ROHS対応・脱皮能力:φ1.25穴付・コードの割込みが可能です。・特殊鋼・電気の流れている物への使用は、絶対にしないで下さい・能力以上の使用はしないで下さい・生産国 日本・JANコード 4952520032008・質量 120g送料は、佐川急便 5kg以下(関東の場合500円)です。　,2485
